,LocID,Country,VarID,Variant,Time,MidPeriod,PopMale,PopFemale,PopTotal,PopDensity
152105,466,Mali,2,Medium,2020,2020.5,10145.174,10105.66,20250.834,16.596
152989,470,Malta,2,Medium,2020,2020.5,221.42,220.11900000000003,441.539,1379.809
153873,584,Marshall Islands,2,Medium,2020,2020.5,,,59.193999999999996,328.856
154757,474,Martinique,2,Medium,2020,2020.5,172.607,202.658,375.265,354.024
155641,478,Mauritania,2,Medium,2020,2020.5,2334.981,2314.679,4649.66,4.511
156525,480,Mauritius,2,Medium,2020,2020.5,627.48,644.2869999999999,1271.767,626.486
157409,175,Mayotte,2,Medium,2020,2020.5,134.159,138.654,272.813,727.5010000000001
158293,928,Melanesia,2,Medium,2020,2020.5,5670.54,5452.45,11122.99,21.003
159177,484,Mexico,2,Medium,2020,2020.5,63071.486,65861.267,128932.75300000001,66.325
160061,954,Micronesia,2,Medium,2020,2020.5,277.276,271.651,548.927,173.16299999999998
160945,583,Micronesia (Fed. States of),2,Medium,2020,2020.5,58.48,56.541000000000004,115.021,164.31599999999997
161829,911,Middle Africa,2,Medium,2020,2020.5,89621.916,89973.209,179595.125,27.644000000000002
162713,1517,Middle-income countries,2,Medium,2020,2020.5,2914516.53,2838535.085,5753051.615,74.718
163597,492,Monaco,2,Medium,2020,2020.5,,,39.244,26338.255
164481,496,Mongolia,2,Medium,2020,2020.5,1615.039,1663.253,3278.292,2.11
165365,499,Montenegro,2,Medium,2020,2020.5,310.563,317.499,628.062,46.696000000000005
166249,500,Montserrat,2,Medium,2020,2020.5,,,4.999,49.99
167133,901,More developed regions,2,Medium,2020,2020.5,620463.328,652840.933,1273304.261,25.935
168017,1483,More developed: Asia,2,Medium,2020,2020.5,61753.045,64723.413,126476.45800000001,346.934
168168,1484,More developed: Europe,2,Medium,2020,2020.5,361060.973,386575.07200000004,747636.045,33.775999999999996
168319,1485,More developed: Northern America,2,Medium,2020,2020.5,182580.522,186289.122,368869.644,19.777
168470,1486,More developed: Oceania,2,Medium,2020,2020.5,15068.788,15253.326000000001,30322.113999999998,3.8160000000000003
168621,504,Morocco,2,Medium,2020,2020.5,18316.887,18593.671000000002,36910.558,82.70299999999999
169505,508,Mozambique,2,Medium,2020,2020.5,15188.235,16067.2,31255.435,39.746
170389,104,Myanmar,2,Medium,2020,2020.5,26220.19,28189.604,54409.794,83.286
171273,516,Namibia,2,Medium,2020,2020.5,1231.683,1309.233,2540.916,3.0860000000000003
172157,520,Nauru,2,Medium,2020,2020.5,,,10.834000000000001,541.7
173041,524,Nepal,2,Medium,2020,2020.5,13348.435,15788.373,29136.807999999997,203.25599999999997
173925,528,Netherlands,2,Medium,2020,2020.5,8537.145,8597.728000000001,17134.873,508.152
174809,1108,Netherlands (and dependencies),2,Medium,2020,2020.5,8697.423,8777.419,17474.842,503.51099999999997
174960,540,New Caledonia,2,Medium,2020,2020.5,143.498,141.993,285.491,15.618
175844,1552,New EU member states (joined since 2004),2,Medium,2020,2020.5,50192.44,53437.399000000005,103629.839,93.04700000000001
175995,554,New Zealand,2,Medium,2020,2020.5,2370.163,2452.07,4822.233,18.314
176879,1109,New Zealand (and dependencies),2,Medium,2020,2020.5,2380.208,2462.5570000000002,4842.765,18.355999999999998
177030,558,Nicaragua,2,Medium,2020,2020.5,3264.849,3359.705,6624.554,55.049
177914,562,Niger,2,Medium,2020,2020.5,12170.165,12036.471000000001,24206.636000000002,19.11
178798,566,Nigeria,2,Medium,2020,2020.5,104469.63699999999,101669.95,206139.587,226.33599999999998
179682,570,Niue,2,Medium,2020,2020.5,,,1.618,6.223
180566,1518,No income group available,2,Medium,2020,2020.5,1436.579,1506.989,2943.5679999999998,8.004
181450,1615,Non-Self-Governing Territories,2,Medium,2020,2020.5,888.908,864.7639999999999,1753.672,5.784
181601,1520,North American Free Trade Agreement (NAFTA),2,Medium,2020,2020.5,245589.68,252087.87699999998,497677.55700000003,24.656
181752,1555,North Atlantic Treaty Organization (NATO),2,Medium,2020,2020.5,464589.362,479666.305,944255.667,41.266999999999996
181903,807,North Macedonia,2,Medium,2020,2020.5,1042.131,1041.249,2083.38,82.60799999999999
182787,912,Northern Africa,2,Medium,2020,2020.5,123722.601,122509.90699999999,246232.508,31.691999999999997
183671,1833,Northern Africa and Western Asia,2,Medium,2020,2020.5,270179.461,255689.82100000003,525869.282,41.82
184625,918,Northern America,2,Medium,2020,2020.5,182580.522,186289.122,368869.644,19.777
184626,905,Northern America,2,Medium,2020,2020.5,182580.522,186289.122,368869.644,19.777
186323,924,Northern Europe,2,Medium,2020,2020.5,52487.382000000005,53773.889,106261.271,62.418
187207,580,Northern Mariana Islands,2,Medium,2020,2020.5,,,57.556999999999995,125.124
188091,578,Norway,2,Medium,2020,2020.5,2739.9829999999997,2681.259,5421.241999999999,14.842
188975,909,Oceania,2,Medium,2020,2020.5,21363.328999999998,21314.48,42677.809,5.029
189859,1835,Oceania (excluding Australia and New Zealand),2,Medium,2020,2020.5,6294.541,6061.154,12355.695,22.845
190743,512,Oman,2,Medium,2020,2020.5,3370.23,1736.392,5106.622,16.5
191627,1505,Organisation for Economic Co-operation and Development (OECD),2,Medium,2020,2020.5,646375.76,667093.71,1313469.47,38.107
191778,2086,Organization for Security and Co-operation in Europe (OSCE),2,Medium,2020,2020.5,632435.1510000001,663859.481,1296294.632,27.691
191929,2085,Organization of American States (OAS),2,Medium,2020,2020.5,501975.231,516145.896,1018121.127,26.603
192080,1521,Organization of Petroleum Exporting countries (OPEC),2,Medium,2020,2020.5,266180.01,251964.26899999997,518144.279,41.886
192231,1570,Organization of the Islamic Conference (OIC),2,Medium,2020,2020.5,967794.082,939736.406,1907530.4880000001,61.18
192382,586,Pakistan,2,Medium,2020,2020.5,113672.007,107220.32400000001,220892.331,286.546
193266,585,Palau,2,Medium,2020,2020.5,,,18.092,39.33
194150,591,Panama,2,Medium,2020,2020.5,2159.88,2154.888,4314.768,58.041000000000004
195034,598,Papua New Guinea,2,Medium,2020,2020.5,4568.072,4378.955,8947.027,19.757
195918,600,Paraguay,2,Medium,2020,2020.5,3624.36,3508.17,7132.53,17.953
196802,604,Peru,2,Medium,2020,2020.5,16378.606000000002,16593.24,32971.846,25.759
197686,608,Philippines,2,Medium,2020,2020.5,55028.825,54552.26,109581.085,367.51199999999994
198570,616,Poland,2,Medium,2020,2020.5,18337.883,19508.721999999998,37846.605,123.589
199454,957,Polynesia,2,Medium,2020,2020.5,346.725,337.05300000000005,683.778,84.521
200338,620,Portugal,2,Medium,2020,2020.5,4824.034000000001,5372.673000000001,10196.707,111.33
201222,630,Puerto Rico,2,Medium,2020,2020.5,1355.5179999999998,1505.3220000000001,2860.84,322.53
202106,634,Qatar,2,Medium,2020,2020.5,2165.135,715.925,2881.06,248.153
202990,410,Republic of Korea,2,Medium,2020,2020.5,25665.854,25603.328999999998,51269.183,527.298
203874,498,Republic of Moldova,2,Medium,2020,2020.5,1931.953,2102.01,4033.9629999999997,122.79899999999999
204758,642,Romania,2,Medium,2020,2020.5,9353.912,9883.77,19237.682,83.58
205642,643,Russian Federation,2,Medium,2020,2020.5,67640.299,78294.161,145934.46,8.911
206526,646,Rwanda,2,Medium,2020,2020.5,6367.431,6584.778,12952.208999999999,525.019
207410,638,Réunion,2,Medium,2020,2020.5,433.301,462.00699999999995,895.308,358.12300000000005
208294,2093,"SIDS Atlantic, and Indian Ocean, Mediterranean and South China Sea (AIMS)",2,Medium,2020,2020.5,8557.894,7668.951999999999,16226.846000000001,37.754
208445,2091,SIDS Caribbean,2,Medium,2020,2020.5,21480.626,22025.527000000002,43506.153,192.77700000000002
208596,2092,SIDS Pacific,2,Medium,2020,2020.5,6288.471,6054.628000000001,12343.098999999998,22.828000000000003
208747,652,Saint Barthélemy,2,Medium,2020,2020.5,,,9.885,449.31800000000004
209631,654,Saint Helena,2,Medium,2020,2020.5,,,6.071000000000001,15.567
210515,659,Saint Kitts and Nevis,2,Medium,2020,2020.5,,,53.192,204.585
211399,662,Saint Lucia,2,Medium,2020,2020.5,90.42200000000001,93.20700000000001,183.62900000000002,301.031
212283,663,Saint Martin (French part),2,Medium,2020,2020.5,,,38.659,729.415
213167,666,Saint Pierre and Miquelon,2,Medium,2020,2020.5,,,5.795,25.195999999999998
214051,670,Saint Vincent and the Grenadines,2,Medium,2020,2020.5,56.218,54.729,110.947,284.47900000000004
214935,882,Samoa,2,Medium,2020,2020.5,102.70299999999999,95.70700000000001,198.41,70.11
215819,674,San Marino,2,Medium,2020,2020.5,,,33.938,565.633
216703,678,Sao Tome and Principe,2,Medium,2020,2020.5,109.675,109.486,219.16099999999997,228.293
217587,682,Saudi Arabia,2,Medium,2020,2020.5,20131.308,14682.559,34813.867,16.195
218471,686,Senegal,2,Medium,2020,2020.5,8170.785,8573.145,16743.93,86.96799999999999
219355,688,Serbia,2,Medium,2020,2020.5,4279.651,4457.719,8737.37,99.90100000000001
220239,690,Seychelles,2,Medium,2020,2020.5,50.43899999999999,47.901,98.34,213.783
221123,2073,Shanghai Cooperation Organization (SCO),2,Medium,2020,2020.5,1670503.481,1583959.208,3254462.689,98.72200000000001
221274,694,Sierra Leone,2,Medium,2020,2020.5,3981.239,3995.7459999999996,7976.985,110.515
222158,702,Singapore,2,Medium,2020,2020.5,3062.257,2788.086,5850.343000000001,8357.633
223042,534,Sint Maarten (Dutch part),2,Medium,2020,2020.5,,,42.882,1261.235
223926,703,Slovakia,2,Medium,2020,2020.5,2658.4790000000003,2801.164,5459.643,113.53399999999999
224810,705,Slovenia,2,Medium,2020,2020.5,1035.23,1043.702,2078.9320000000002,103.22399999999999
225694,1637,Small Island Developing States (SIDS),2,Medium,2020,2020.5,36326.991,35749.107,72076.098,60.255
226578,90,Solomon Islands,2,Medium,2020,2020.5,349.26199999999994,337.616,686.878,24.54
227462,706,Somalia,2,Medium,2020,2020.5,7924.0869999999995,7969.132,15893.219,25.334
228346,710,South Africa,2,Medium,2020,2020.5,29216.012000000002,30092.678,59308.69,48.891000000000005
229230,931,South America,2,Medium,2020,2020.5,212083.073,218676.699,430759.77200000006,24.67
230114,1321,South Asian Association for Regional Cooperation (SAARC),2,Medium,2020,2020.5,958377.151,897999.5009999999,1856376.6519999998,389.04900000000004
230265,728,South Sudan,2,Medium,2020,2020.5,5603.014,5590.715,11193.729,18.322
231149,920,South-Eastern Asia,2,Medium,2020,2020.5,333931.707,334688.147,668619.8539999999,154.035
232033,913,Southern Africa,2,Medium,2020,2020.5,33213.98,34289.667,67503.647,25.467
232917,1564,Southern African Development Community (SADC),2,Medium,2020,2020.5,179784.609,183443.917,363228.526,37.650999999999996
233068,5501,Southern Asia,2,Medium,2020,2020.5,1000785.557,939584.048,1940369.605,303.177
233952,1534,Southern Common Market (MERCOSUR),2,Medium,2020,2020.5,151630.576,156839.839,308470.415,22.628
234103,925,Southern Europe,2,Medium,2020,2020.5,74369.041,77846.202,152215.24300000002,117.54799999999999
234987,724,Spain,2,Medium,2020,2020.5,22978.338,23776.445,46754.782999999996,93.735
235871,144,Sri Lanka,2,Medium,2020,2020.5,10267.351,11145.899,21413.25,341.465
236755,275,State of Palestine,2,Medium,2020,2020.5,2586.971,2514.445,5101.416,847.4110000000001
237639,947,Sub-Saharan Africa,2,Medium,2020,2020.5,546155.739,548209.866,1094365.605,50.019
238523,729,Sudan,2,Medium,2020,2020.5,21907.295,21941.974,43849.269,24.843000000000004
239407,740,Suriname,2,Medium,2020,2020.5,294.822,291.812,586.634,3.76
240291,752,Sweden,2,Medium,2020,2020.5,5058.947,5040.323,10099.27,24.612
241175,756,Switzerland,2,Medium,2020,2020.5,4293.648,4360.97,8654.618,219.016
242059,760,Syrian Arab Republic,2,Medium,2020,2020.5,8760.065,8740.591999999999,17500.657,95.304
242943,762,Tajikistan,2,Medium,2020,2020.5,4805.738,4731.904,9537.642,68.145
243827,764,Thailand,2,Medium,2020,2020.5,33966.06,35833.918,69799.978,136.624
244711,626,Timor-Leste,2,Medium,2020,2020.5,666.242,652.2,1318.442,88.665
245595,768,Togo,2,Medium,2020,2020.5,4119.404,4159.333,8278.737,152.211
246479,772,Tokelau,2,Medium,2020,2020.5,,,1.35,135.0
247363,776,Tonga,2,Medium,2020,2020.5,52.903999999999996,52.793,105.697,146.80100000000002
248247,780,Trinidad and Tobago,2,Medium,2020,2020.5,690.947,708.544,1399.491,272.805
249131,788,Tunisia,2,Medium,2020,2020.5,5860.7519999999995,5957.866,11818.618,76.072
250015,792,Turkey,2,Medium,2020,2020.5,41636.125,42702.942,84339.067,109.584
250899,795,Turkmenistan,2,Medium,2020,2020.5,2969.31,3061.877,6031.187,12.834000000000001
251783,796,Turks and Caicos Islands,2,Medium,2020,2020.5,,,38.718,40.756
252667,798,Tuvalu,2,Medium,2020,2020.5,,,11.792,393.06699999999995
253551,1735,UN-ECE: member countries,2,Medium,2020,2020.5,635127.856,666543.216,1301671.072,28.746
253702,1819,UNFPA Regions,2,Medium,2020,2020.5,3258912.028,3177054.0069999998,6435966.035,81.293
253853,1611,UNFPA: Arab States (AS),2,Medium,2020,2020.5,190555.175,186746.97199999998,377302.14700000006,38.839
254004,1610,UNFPA: Asia and the Pacific (AP),2,Medium,2020,2020.5,2089759.604,1992819.427,4082579.0310000004,182.955
254155,1703,UNFPA: East and Southern Africa (ESA),2,Medium,2020,2020.5,306163.978,311025.23699999996,617189.215,50.68
254306,1612,UNFPA: Eastern Europe and Central Asia (EECA),2,Medium,2020,2020.5,121795.511,128170.474,249965.985,42.488
254457,1613,UNFPA: Latin America and the Caribbean (LAC),2,Medium,2020,2020.5,319710.036,330196.984,649907.02,32.442
254608,1704,UNFPA: West and Central Africa (WCA),2,Medium,2020,2020.5,230927.724,228094.913,459022.63700000005,50.739
254759,1818,UNICEF PROGRAMME REGIONS,2,Medium,2020,2020.5,3305750.43,3212585.7789999996,6518336.209,79.65899999999999
254910,1586,UNICEF Programme Regions: East Asia and Pacific (EAPRO),2,Medium,2020,2020.5,1088974.047,1053235.379,2142209.426,134.608
255061,2042,UNICEF Programme Regions: Eastern Caribbean,2,Medium,2020,2020.5,1187.48,1218.5439999999999,2406.024,249.588
255212,1587,UNICEF Programme Regions: Eastern and Southern Africa (ESARO),2,Medium,2020,2020.5,268750.413,273498.85,542249.2629999999,51.465
255363,1585,UNICEF Programme Regions: Europe and Central Asia (CEECIS),2,Medium,2020,2020.5,136813.399,144072.043,280885.442,44.646
255514,2041,UNICEF Programme Regions: Latin America,2,Medium,2020,2020.5,318122.838,328543.169,646666.007,32.314
255665,1589,UNICEF Programme Regions: Latin America and Caribbean (LACRO),2,Medium,2020,2020.5,319310.318,329761.713,649072.031,32.418
255816,1590,UNICEF Programme Regions: Middle East and North Africa (MENARO),2,Medium,2020,2020.5,257887.206,241072.14800000002,498959.354,38.443000000000005
255967,1591,UNICEF Programme Regions: South Asia (ROSA),2,Medium,2020,2020.5,958377.151,897999.5009999999,1856376.6519999998,389.04900000000004
256118,1592,UNICEF Programme Regions: West and Central Africa (WCARO),2,Medium,2020,2020.5,275637.896,272946.145,548584.041,48.488
256269,2035,UNICEF REGIONS,2,Medium,2020,2020.5,3929973.953,3864824.776,7794798.728999999,59.917
256420,2036,UNICEF Regions: East Asia and Pacific,2,Medium,2020,2020.5,1210770.772,1178616.518,2389387.29,97.975
256571,2034,UNICEF Regions: Eastern Europe and Central Asia,2,Medium,2020,2020.5,204453.698,222366.204,426819.902,18.829
256722,2039,UNICEF Regions: Eastern and Southern Africa,2,Medium,2020,2020.5,292422.08,297202.682,589624.762,47.821000000000005
256873,2029,UNICEF Regions: Europe and Central Asia,2,Medium,2020,2020.5,448472.425,476140.55799999996,924612.983,34.218
257024,2031,UNICEF Regions: Latin America and Caribbean,2,Medium,2020,2020.5,321628.75399999996,332333.578,653962.332,32.472
257175,2037,UNICEF Regions: Middle East and North Africa,2,Medium,2020,2020.5,240081.295,223293.65899999999,463374.95399999997,40.369
257326,2032,UNICEF Regions: North America,2,Medium,2020,2020.5,182580.522,186289.122,368869.644,19.777
257477,2038,UNICEF Regions: South Asia,2,Medium,2020,2020.5,958377.151,897999.5009999999,1856376.6519999998,389.04900000000004
257628,2033,UNICEF Regions: Sub-Saharan Africa,2,Medium,2020,2020.5,568063.034,570151.84,1138214.874,48.14
257779,2040,UNICEF Regions: West and Central Africa,2,Medium,2020,2020.5,275640.95399999997,272949.158,548590.1120000001,48.486999999999995
257930,2030,UNICEF Regions: Western Europe,2,Medium,2020,2020.5,244018.72699999998,253774.354,497793.081,114.35700000000001
258081,1822,UNITED NATIONS Regional Groups of Member States,2,Medium,2020,2020.5,3927074.349,3862024.825,7789099.185,59.998000000000005
258232,800,Uganda,2,Medium,2020,2020.5,22546.589,23194.411,45741.0,228.922
259116,804,Ukraine,2,Medium,2020,2020.5,20263.148,23470.611,43733.759000000005,75.492
260000,784,United Arab Emirates,2,Medium,2020,2020.5,6836.349,3054.051,9890.4,118.306
260884,826,United Kingdom,2,Medium,2020,2020.5,33542.415,34343.589,67886.004,280.60200000000003
261768,1110,United Kingdom (and dependencies),2,Medium,2020,2020.5,33798.469,34606.62,68405.089,266.33299999999997
261919,1730,United Nations Economic Commission for Africa (UN-ECA),2,Medium,2020,2020.5,668995.562,669831.029,1338826.591,45.571000000000005
262070,1745,United Nations Economic Commission for Latin America and the Caribbean (UN-ECLAC),2,Medium,2020,2020.5,321627.044,332331.805,653958.8489999999,32.491
262221,1760,United Nations Economic and Social Commission for Asia and the Pacific (UN-ESCAP) Regions,2,Medium,2020,2020.5,2354164.183,2273467.378,4627631.561000001,88.98200000000001
262372,1599,United Nations Member States,2,Medium,2020,2020.5,3927074.349,3862024.825,7789099.174,59.998000000000005
262523,834,United Republic of Tanzania,2,Medium,2020,2020.5,29851.107999999997,29883.105,59734.212999999996,67.435
263407,850,United States Virgin Islands,2,Medium,2020,2020.5,49.601000000000006,54.821999999999996,104.42299999999999,298.351
264291,840,US,2,Medium,2020,2020.5,163786.016,167216.631,331002.647,36.185
265175,1111,United States of America (and dependencies),2,Medium,2020,2020.5,165333.673,168915.77399999998,334249.447,36.499
265326,1502,Upper-middle-income countries,2,Medium,2020,2020.5,1334946.551,1319869.78,2654816.331,47.801
266210,858,Uruguay,2,Medium,2020,2020.5,1678.336,1795.391,3473.7270000000003,19.848
267094,860,Uzbekistan,2,Medium,2020,2020.5,16696.918,16772.281000000003,33469.199,78.67699999999999
267978,548,Vanuatu,2,Medium,2020,2020.5,155.69,151.46,307.15,25.197
268862,862,Venezuela (Bolivarian Republic of),2,Medium,2020,2020.5,13984.931999999999,14451.011,28435.943,32.238
269746,704,Viet Nam,2,Medium,2020,2020.5,48598.254,48740.329000000005,97338.58300000001,313.925
270630,1509,WB region: East Asia and Pacific (excluding high income),2,Medium,2020,2020.5,1088982.025,1053243.9740000002,2142225.999,134.615
270781,1510,WB region: Europe and Central Asia (excluding high income),2,Medium,2020,2020.5,202474.40600000002,220240.228,422714.63399999996,18.694000000000003
270932,1511,WB region: Latin America and Caribbean (excluding high income),2,Medium,2020,2020.5,283049.357,291995.255,575044.6120000001,35.312
271083,1512,WB region: Middle East and North Africa (excluding high income),2,Medium,2020,2020.5,199761.96899999998,196684.021,396445.99,45.879
271234,1513,WB region: South Asia (excluding high income),2,Medium,2020,2020.5,958377.151,897999.5009999999,1856376.6519999998,389.04900000000004
271385,1508,WB region: Sub-Saharan Africa (excluding high income),2,Medium,2020,2020.5,566923.084,569031.256,1135954.34,48.099
271536,1820,WHO Regions,2,Medium,2020,2020.5,3908059.9689999996,3841950.9469999997,7750010.916,59.967
271687,1593,WHO: African region (AFRO),2,Medium,2020,2020.5,559295.949,560865.286,1120161.235,47.45
271838,1596,WHO: Americas (AMRO),2,Medium,2020,2020.5,501975.231,516145.896,1018121.127,26.603
271989,1595,WHO: Eastern Mediterranean Region (EMRO),2,Medium,2020,2020.5,374718.786,351002.0,725720.786,57.403999999999996
272140,1594,WHO: European Region (EURO),2,Medium,2020,2020.5,452590.79799999995,480297.333,932888.1309999999,34.5
272291,1597,WHO: South-East Asia region (SEARO),2,Medium,2020,2020.5,1035907.6109999999,985479.0190000001,2021386.63,312.96299999999997
272442,1598,WHO: Western Pacific region (WPRO),2,Medium,2020,2020.5,983571.594,948161.413,1931733.007,91.04700000000001
272593,876,Wallis and Futuna Islands,2,Medium,2020,2020.5,,,11.245999999999999,80.329
273477,1543,West African Economic and Monetary Union (UEMOA),2,Medium,2020,2020.5,65367.564000000006,65485.322,130852.886,37.75
273628,914,Western Africa,2,Medium,2020,2020.5,202279.908,199581.34699999998,401861.255,66.26899999999999
274512,922,Western Asia,2,Medium,2020,2020.5,146456.86,133179.914,279636.774,58.196000000000005
275396,926,Western Europe,2,Medium,2020,2020.5,96374.57800000001,99771.743,196146.32100000003,180.81400000000002
276280,1827,Western European and Others Group (WEOG),2,Medium,2020,2020.5,455534.206,468187.43799999997,923721.6440000001,29.646
276431,732,Western Sahara,2,Medium,2020,2020.5,312.26,285.07,597.33,2.246
277315,900,World,2,Medium,2020,2020.5,3929973.953,3864824.776,7794798.728999999,59.917
278199,1801,World Bank Regional Groups (developing only),2,Medium,2020,2020.5,3299567.992,3229194.235,6528762.227000001,71.08800000000001
278350,887,Yemen,2,Medium,2020,2020.5,15024.985,14800.983,29825.967999999997,56.492
279234,894,Zambia,2,Medium,2020,2020.5,9103.006,9280.95,18383.956000000002,24.73
280118,716,Zimbabwe,2,Medium,2020,2020.5,7092.01,7770.9169999999995,14862.927,38.42
